,asian,associates,bachelors,black,eviction_likely,eviction_not_likely,eviction_somewhat_likely,eviction_very_unlikely,expenses_a_little_difficulty,expenses_no_difficulty,expenses_some_difficulty,expenses_very_difficult,geography,graduate,hs,job_loss_no,job_loss_yes,kids_in_hh,married,months_behind_avg,no_hs,rent_cur_no,rent_cur_yes,rental_assistance_denied,rental_assistance_not_needed,rental_assistance_recvd,rental_assistance_waiting,some_college,some_hs,survey,un_married,week,white
185,82.0,110.0,397.0,185.0,9.0,6.0,9.0,3.0,223.0,544.0,188.0,176.0,Houston,271.0,113.0,643.0,519.0,442.0,176.0,-1.0,4.0,28.0,167.0,-1.0,-1.0,-1.0,-1.0,250.0,23.0,21.0,992.0,80.0,859.0
186,24.0,96.0,262.0,53.0,5.0,7.0,8.0,8.0,197.0,420.0,132.0,140.0,Texas,215.0,101.0,519.0,383.0,323.0,149.0,-1.0,7.0,28.0,202.0,-1.0,-1.0,-1.0,-1.0,207.0,17.0,21.0,756.0,78.0,780.0
187,24.0,96.0,262.0,53.0,5.0,7.0,8.0,8.0,197.0,420.0,132.0,140.0,Texas,215.0,101.0,519.0,383.0,323.0,149.0,-1.0,7.0,28.0,202.0,-1.0,-1.0,-1.0,-1.0,207.0,17.0,21.0,756.0,79.0,780.0
188,24.0,96.0,262.0,53.0,5.0,7.0,8.0,8.0,197.0,420.0,132.0,140.0,Texas,215.0,101.0,519.0,383.0,323.0,149.0,-1.0,7.0,28.0,202.0,-1.0,-1.0,-1.0,-1.0,207.0,17.0,21.0,756.0,80.0,780.0
189,91.0,139.0,437.0,175.0,8.0,11.0,9.0,9.0,322.0,645.0,240.0,140.0,Dallas,316.0,160.0,836.0,561.0,544.0,204.0,-1.0,11.0,38.0,235.0,-1.0,-1.0,-1.0,-1.0,319.0,25.0,22.0,1203.0,81.0,1084.0
190,91.0,139.0,437.0,175.0,8.0,11.0,9.0,9.0,322.0,645.0,240.0,140.0,Dallas,316.0,160.0,836.0,561.0,544.0,204.0,-1.0,11.0,38.0,235.0,-1.0,-1.0,-1.0,-1.0,319.0,25.0,22.0,1203.0,82.0,1084.0
191,91.0,139.0,437.0,175.0,8.0,11.0,9.0,9.0,322.0,645.0,240.0,140.0,Dallas,316.0,160.0,836.0,561.0,544.0,204.0,-1.0,11.0,38.0,235.0,-1.0,-1.0,-1.0,-1.0,319.0,25.0,22.0,1203.0,83.0,1084.0
192,131.0,100.0,367.0,173.0,7.0,8.0,7.0,6.0,287.0,506.0,195.0,155.0,Houston,290.0,130.0,659.0,552.0,467.0,175.0,-1.0,14.0,29.0,176.0,-1.0,-1.0,-1.0,-1.0,294.0,29.0,22.0,1049.0,81.0,874.0
193,131.0,100.0,367.0,173.0,7.0,8.0,7.0,6.0,287.0,506.0,195.0,155.0,Houston,290.0,130.0,659.0,552.0,467.0,175.0,-1.0,14.0,29.0,176.0,-1.0,-1.0,-1.0,-1.0,294.0,29.0,22.0,1049.0,82.0,874.0
194,131.0,100.0,367.0,173.0,7.0,8.0,7.0,6.0,287.0,506.0,195.0,155.0,Houston,290.0,130.0,659.0,552.0,467.0,175.0,-1.0,14.0,29.0,176.0,-1.0,-1.0,-1.0,-1.0,294.0,29.0,22.0,1049.0,83.0,874.0
195,30.0,103.0,273.0,52.0,6.0,5.0,15.0,7.0,240.0,383.0,163.0,116.0,Texas,194.0,103.0,563.0,372.0,316.0,160.0,-1.0,9.0,34.0,174.0,-1.0,-1.0,-1.0,-1.0,249.0,18.0,22.0,789.0,81.0,822.0
196,30.0,103.0,273.0,52.0,6.0,5.0,15.0,7.0,240.0,383.0,163.0,116.0,Texas,194.0,103.0,563.0,372.0,316.0,160.0,-1.0,9.0,34.0,174.0,-1.0,-1.0,-1.0,-1.0,249.0,18.0,22.0,789.0,82.0,822.0
197,30.0,103.0,273.0,52.0,6.0,5.0,15.0,7.0,240.0,383.0,163.0,116.0,Texas,194.0,103.0,563.0,372.0,316.0,160.0,-1.0,9.0,34.0,174.0,-1.0,-1.0,-1.0,-1.0,249.0,18.0,22.0,789.0,83.0,822.0
198,110.0,151.0,532.0,195.0,8.0,9.0,9.0,6.0,409.0,758.0,261.0,161.0,Dallas,375.0,180.0,1007.0,653.0,561.0,220.0,-1.0,15.0,32.0,295.0,-1.0,-1.0,-1.0,-1.0,387.0,30.0,23.0,1450.0,84.0,1287.0
199,110.0,151.0,532.0,195.0,8.0,9.0,9.0,6.0,409.0,758.0,261.0,161.0,Dallas,375.0,180.0,1007.0,653.0,561.0,220.0,-1.0,15.0,32.0,295.0,-1.0,-1.0,-1.0,-1.0,387.0,30.0,23.0,1450.0,85.0,1287.0
200,110.0,151.0,532.0,195.0,8.0,9.0,9.0,6.0,409.0,758.0,261.0,161.0,Dallas,375.0,180.0,1007.0,653.0,561.0,220.0,-1.0,15.0,32.0,295.0,-1.0,-1.0,-1.0,-1.0,387.0,30.0,23.0,1450.0,86.0,1287.0
201,154.0,135.0,439.0,226.0,13.0,10.0,17.0,10.0,296.0,622.0,276.0,174.0,Houston,365.0,140.0,828.0,619.0,547.0,195.0,-1.0,22.0,50.0,199.0,-1.0,-1.0,-1.0,-1.0,329.0,30.0,23.0,1265.0,84.0,1021.0
202,154.0,135.0,439.0,226.0,13.0,10.0,17.0,10.0,296.0,622.0,276.0,174.0,Houston,365.0,140.0,828.0,619.0,547.0,195.0,-1.0,22.0,50.0,199.0,-1.0,-1.0,-1.0,-1.0,329.0,30.0,23.0,1265.0,85.0,1021.0
203,154.0,135.0,439.0,226.0,13.0,10.0,17.0,10.0,296.0,622.0,276.0,174.0,Houston,365.0,140.0,828.0,619.0,547.0,195.0,-1.0,22.0,50.0,199.0,-1.0,-1.0,-1.0,-1.0,329.0,30.0,23.0,1265.0,86.0,1021.0
204,31.0,113.0,324.0,58.0,3.0,9.0,5.0,11.0,269.0,453.0,190.0,137.0,Texas,266.0,122.0,640.0,444.0,372.0,171.0,-1.0,14.0,28.0,232.0,-1.0,-1.0,-1.0,-1.0,231.0,23.0,23.0,922.0,84.0,954.0
205,31.0,113.0,324.0,58.0,3.0,9.0,5.0,11.0,269.0,453.0,190.0,137.0,Texas,266.0,122.0,640.0,444.0,372.0,171.0,-1.0,14.0,28.0,232.0,-1.0,-1.0,-1.0,-1.0,231.0,23.0,23.0,922.0,85.0,954.0
206,31.0,113.0,324.0,58.0,3.0,9.0,5.0,11.0,269.0,453.0,190.0,137.0,Texas,266.0,122.0,640.0,444.0,372.0,171.0,-1.0,14.0,28.0,232.0,-1.0,-1.0,-1.0,-1.0,231.0,23.0,23.0,922.0,86.0,954.0
207,102.0,147.0,520.0,215.0,10.0,15.0,9.0,11.0,376.0,733.0,275.0,183.0,Dallas,355.0,167.0,979.0,660.0,561.0,238.0,-1.0,16.0,45.0,303.0,-1.0,-1.0,-1.0,-1.0,410.0,33.0,24.0,1410.0,87.0,1268.0
208,102.0,147.0,520.0,215.0,10.0,15.0,9.0,11.0,376.0,733.0,275.0,183.0,Dallas,355.0,167.0,979.0,660.0,561.0,238.0,-1.0,16.0,45.0,303.0,-1.0,-1.0,-1.0,-1.0,410.0,33.0,24.0,1410.0,88.0,1268.0
209,102.0,147.0,520.0,215.0,10.0,15.0,9.0,11.0,376.0,733.0,275.0,183.0,Dallas,355.0,167.0,979.0,660.0,561.0,238.0,-1.0,16.0,45.0,303.0,-1.0,-1.0,-1.0,-1.0,410.0,33.0,24.0,1410.0,89.0,1268.0
210,143.0,139.0,431.0,223.0,10.0,22.0,11.0,8.0,289.0,635.0,276.0,164.0,Houston,363.0,153.0,846.0,579.0,518.0,202.0,-1.0,14.0,51.0,212.0,-1.0,-1.0,-1.0,-1.0,296.0,36.0,24.0,1230.0,87.0,1009.0
211,143.0,139.0,431.0,223.0,10.0,22.0,11.0,8.0,289.0,635.0,276.0,164.0,Houston,363.0,153.0,846.0,579.0,518.0,202.0,-1.0,14.0,51.0,212.0,-1.0,-1.0,-1.0,-1.0,296.0,36.0,24.0,1230.0,88.0,1009.0
212,143.0,139.0,431.0,223.0,10.0,22.0,11.0,8.0,289.0,635.0,276.0,164.0,Houston,363.0,153.0,846.0,579.0,518.0,202.0,-1.0,14.0,51.0,212.0,-1.0,-1.0,-1.0,-1.0,296.0,36.0,24.0,1230.0,89.0,1009.0
213,44.0,108.0,289.0,67.0,2.0,6.0,13.0,4.0,255.0,456.0,177.0,130.0,Texas,227.0,133.0,653.0,403.0,339.0,160.0,-1.0,20.0,25.0,203.0,-1.0,-1.0,-1.0,-1.0,264.0,23.0,24.0,904.0,87.0,902.0
214,44.0,108.0,289.0,67.0,2.0,6.0,13.0,4.0,255.0,456.0,177.0,130.0,Texas,227.0,133.0,653.0,403.0,339.0,160.0,-1.0,20.0,25.0,203.0,-1.0,-1.0,-1.0,-1.0,264.0,23.0,24.0,904.0,88.0,902.0
215,44.0,108.0,289.0,67.0,2.0,6.0,13.0,4.0,255.0,456.0,177.0,130.0,Texas,227.0,133.0,653.0,403.0,339.0,160.0,-1.0,20.0,25.0,203.0,-1.0,-1.0,-1.0,-1.0,264.0,23.0,24.0,904.0,89.0,902.0
216,111.0,140.0,548.0,224.0,8.0,15.0,11.0,8.0,370.0,749.0,272.0,180.0,Dallas,372.0,172.0,993.0,650.0,570.0,268.0,-1.0,9.0,43.0,272.0,-1.0,-1.0,-1.0,-1.0,370.0,40.0,25.0,1383.0,90.0,1265.0
217,111.0,140.0,548.0,224.0,8.0,15.0,11.0,8.0,370.0,749.0,272.0,180.0,Dallas,372.0,172.0,993.0,650.0,570.0,268.0,-1.0,9.0,43.0,272.0,-1.0,-1.0,-1.0,-1.0,370.0,40.0,25.0,1383.0,91.0,1265.0
218,111.0,140.0,548.0,224.0,8.0,15.0,11.0,8.0,370.0,749.0,272.0,180.0,Dallas,372.0,172.0,993.0,650.0,570.0,268.0,-1.0,9.0,43.0,272.0,-1.0,-1.0,-1.0,-1.0,370.0,40.0,25.0,1383.0,92.0,1265.0
219,138.0,140.0,453.0,253.0,7.0,9.0,11.0,13.0,321.0,641.0,254.0,200.0,Houston,376.0,168.0,895.0,613.0,560.0,230.0,-1.0,17.0,40.0,206.0,-1.0,-1.0,-1.0,-1.0,333.0,25.0,25.0,1282.0,90.0,1063.0
220,138.0,140.0,453.0,253.0,7.0,9.0,11.0,13.0,321.0,641.0,254.0,200.0,Houston,376.0,168.0,895.0,613.0,560.0,230.0,-1.0,17.0,40.0,206.0,-1.0,-1.0,-1.0,-1.0,333.0,25.0,25.0,1282.0,91.0,1063.0
221,138.0,140.0,453.0,253.0,7.0,9.0,11.0,13.0,321.0,641.0,254.0,200.0,Houston,376.0,168.0,895.0,613.0,560.0,230.0,-1.0,17.0,40.0,206.0,-1.0,-1.0,-1.0,-1.0,333.0,25.0,25.0,1282.0,92.0,1063.0
222,40.0,100.0,302.0,63.0,2.0,7.0,10.0,7.0,243.0,477.0,190.0,141.0,Texas,265.0,136.0,680.0,403.0,358.0,166.0,-1.0,10.0,26.0,208.0,-1.0,-1.0,-1.0,-1.0,261.0,14.0,25.0,922.0,90.0,931.0
223,40.0,100.0,302.0,63.0,2.0,7.0,10.0,7.0,243.0,477.0,190.0,141.0,Texas,265.0,136.0,680.0,403.0,358.0,166.0,-1.0,10.0,26.0,208.0,-1.0,-1.0,-1.0,-1.0,261.0,14.0,25.0,922.0,91.0,931.0
224,40.0,100.0,302.0,63.0,2.0,7.0,10.0,7.0,243.0,477.0,190.0,141.0,Texas,265.0,136.0,680.0,403.0,358.0,166.0,-1.0,10.0,26.0,208.0,-1.0,-1.0,-1.0,-1.0,261.0,14.0,25.0,922.0,92.0,931.0
225,123.0,142.0,535.0,234.0,10.0,16.0,10.0,11.0,378.0,812.0,258.0,151.0,Dallas,377.0,161.0,1044.0,629.0,554.0,261.0,-1.0,23.0,47.0,259.0,-1.0,-1.0,-1.0,-1.0,413.0,35.0,26.0,1425.0,93.0,1271.0
226,123.0,142.0,535.0,234.0,10.0,16.0,10.0,11.0,378.0,812.0,258.0,151.0,Dallas,377.0,161.0,1044.0,629.0,554.0,261.0,-1.0,23.0,47.0,259.0,-1.0,-1.0,-1.0,-1.0,413.0,35.0,26.0,1425.0,94.0,1271.0
227,123.0,142.0,535.0,234.0,10.0,16.0,10.0,11.0,378.0,812.0,258.0,151.0,Dallas,377.0,161.0,1044.0,629.0,554.0,261.0,-1.0,23.0,47.0,259.0,-1.0,-1.0,-1.0,-1.0,413.0,35.0,26.0,1425.0,95.0,1271.0
228,159.0,140.0,522.0,254.0,12.0,12.0,12.0,12.0,362.0,704.0,300.0,180.0,Houston,398.0,179.0,948.0,689.0,615.0,228.0,-1.0,20.0,50.0,225.0,-1.0,-1.0,-1.0,-1.0,344.0,44.0,26.0,1419.0,93.0,1179.0
229,159.0,140.0,522.0,254.0,12.0,12.0,12.0,12.0,362.0,704.0,300.0,180.0,Houston,398.0,179.0,948.0,689.0,615.0,228.0,-1.0,20.0,50.0,225.0,-1.0,-1.0,-1.0,-1.0,344.0,44.0,26.0,1419.0,94.0,1179.0
230,159.0,140.0,522.0,254.0,12.0,12.0,12.0,12.0,362.0,704.0,300.0,180.0,Houston,398.0,179.0,948.0,689.0,615.0,228.0,-1.0,20.0,50.0,225.0,-1.0,-1.0,-1.0,-1.0,344.0,44.0,26.0,1419.0,95.0,1179.0
231,37.0,114.0,297.0,69.0,6.0,5.0,9.0,7.0,239.0,523.0,181.0,134.0,Texas,279.0,132.0,664.0,453.0,364.0,182.0,-1.0,12.0,28.0,199.0,-1.0,-1.0,-1.0,-1.0,272.0,16.0,26.0,940.0,93.0,964.0
232,37.0,114.0,297.0,69.0,6.0,5.0,9.0,7.0,239.0,523.0,181.0,134.0,Texas,279.0,132.0,664.0,453.0,364.0,182.0,-1.0,12.0,28.0,199.0,-1.0,-1.0,-1.0,-1.0,272.0,16.0,26.0,940.0,94.0,964.0
233,37.0,114.0,297.0,69.0,6.0,5.0,9.0,7.0,239.0,523.0,181.0,134.0,Texas,279.0,132.0,664.0,453.0,364.0,182.0,-1.0,12.0,28.0,199.0,-1.0,-1.0,-1.0,-1.0,272.0,16.0,26.0,940.0,95.0,964.0
234,97.0,154.0,550.0,202.0,3.0,11.0,8.0,7.0,356.0,800.0,239.0,117.0,Dallas,343.0,175.0,1008.0,593.0,558.0,216.0,-1.0,18.0,29.0,256.0,-1.0,-1.0,-1.0,-1.0,346.0,27.0,27.0,1397.0,96.0,1241.0
235,97.0,154.0,550.0,202.0,3.0,11.0,8.0,7.0,356.0,800.0,239.0,117.0,Dallas,343.0,175.0,1008.0,593.0,558.0,216.0,-1.0,18.0,29.0,256.0,-1.0,-1.0,-1.0,-1.0,346.0,27.0,27.0,1397.0,97.0,1241.0
236,97.0,154.0,550.0,202.0,3.0,11.0,8.0,7.0,356.0,800.0,239.0,117.0,Dallas,343.0,175.0,1008.0,593.0,558.0,216.0,-1.0,18.0,29.0,256.0,-1.0,-1.0,-1.0,-1.0,346.0,27.0,27.0,1397.0,98.0,1241.0
237,144.0,131.0,474.0,230.0,5.0,11.0,11.0,6.0,360.0,706.0,251.0,129.0,Houston,361.0,159.0,878.0,630.0,562.0,211.0,-1.0,27.0,34.0,228.0,-1.0,-1.0,-1.0,-1.0,336.0,41.0,27.0,1318.0,96.0,1108.0
238,144.0,131.0,474.0,230.0,5.0,11.0,11.0,6.0,360.0,706.0,251.0,129.0,Houston,361.0,159.0,878.0,630.0,562.0,211.0,-1.0,27.0,34.0,228.0,-1.0,-1.0,-1.0,-1.0,336.0,41.0,27.0,1318.0,97.0,1108.0
239,144.0,131.0,474.0,230.0,5.0,11.0,11.0,6.0,360.0,706.0,251.0,129.0,Houston,361.0,159.0,878.0,630.0,562.0,211.0,-1.0,27.0,34.0,228.0,-1.0,-1.0,-1.0,-1.0,336.0,41.0,27.0,1318.0,98.0,1108.0
240,37.0,118.0,265.0,66.0,4.0,6.0,8.0,4.0,221.0,494.0,136.0,81.0,Texas,236.0,99.0,630.0,333.0,320.0,153.0,-1.0,11.0,22.0,171.0,-1.0,-1.0,-1.0,-1.0,220.0,19.0,27.0,815.0,96.0,828.0
241,37.0,118.0,265.0,66.0,4.0,6.0,8.0,4.0,221.0,494.0,136.0,81.0,Texas,236.0,99.0,630.0,333.0,320.0,153.0,-1.0,11.0,22.0,171.0,-1.0,-1.0,-1.0,-1.0,220.0,19.0,27.0,815.0,97.0,828.0
242,37.0,118.0,265.0,66.0,4.0,6.0,8.0,4.0,221.0,494.0,136.0,81.0,Texas,236.0,99.0,630.0,333.0,320.0,153.0,-1.0,11.0,22.0,171.0,-1.0,-1.0,-1.0,-1.0,220.0,19.0,27.0,815.0,98.0,828.0
243,97.0,160.0,460.0,189.0,4.0,7.0,8.0,9.0,274.0,837.0,197.0,96.0,Dallas,341.0,157.0,1251.0,227.0,514.0,229.0,-1.0,11.0,29.0,218.0,-1.0,-1.0,-1.0,-1.0,340.0,26.0,28.0,1266.0,99.0,1135.0
244,97.0,160.0,460.0,189.0,4.0,7.0,8.0,9.0,274.0,837.0,197.0,96.0,Dallas,341.0,157.0,1251.0,227.0,514.0,229.0,-1.0,11.0,29.0,218.0,-1.0,-1.0,-1.0,-1.0,340.0,26.0,28.0,1266.0,100.0,1135.0
245,97.0,160.0,460.0,189.0,4.0,7.0,8.0,9.0,274.0,837.0,197.0,96.0,Dallas,341.0,157.0,1251.0,227.0,514.0,229.0,-1.0,11.0,29.0,218.0,-1.0,-1.0,-1.0,-1.0,340.0,26.0,28.0,1266.0,101.0,1135.0
246,122.0,110.0,399.0,203.0,3.0,8.0,7.0,3.0,262.0,653.0,188.0,106.0,Houston,359.0,138.0,1028.0,268.0,484.0,191.0,-1.0,14.0,21.0,177.0,-1.0,-1.0,-1.0,-1.0,263.0,21.0,28.0,1113.0,99.0,928.0
247,122.0,110.0,399.0,203.0,3.0,8.0,7.0,3.0,262.0,653.0,188.0,106.0,Houston,359.0,138.0,1028.0,268.0,484.0,191.0,-1.0,14.0,21.0,177.0,-1.0,-1.0,-1.0,-1.0,263.0,21.0,28.0,1113.0,100.0,928.0
248,122.0,110.0,399.0,203.0,3.0,8.0,7.0,3.0,262.0,653.0,188.0,106.0,Houston,359.0,138.0,1028.0,268.0,484.0,191.0,-1.0,14.0,21.0,177.0,-1.0,-1.0,-1.0,-1.0,263.0,21.0,28.0,1113.0,101.0,928.0
249,45.0,95.0,250.0,43.0,3.0,4.0,3.0,4.0,181.0,513.0,118.0,48.0,Texas,233.0,116.0,775.0,127.0,285.0,146.0,-1.0,4.0,14.0,166.0,-1.0,-1.0,-1.0,-1.0,194.0,11.0,28.0,757.0,99.0,773.0
250,45.0,95.0,250.0,43.0,3.0,4.0,3.0,4.0,181.0,513.0,118.0,48.0,Texas,233.0,116.0,775.0,127.0,285.0,146.0,-1.0,4.0,14.0,166.0,-1.0,-1.0,-1.0,-1.0,194.0,11.0,28.0,757.0,100.0,773.0
251,45.0,95.0,250.0,43.0,3.0,4.0,3.0,4.0,181.0,513.0,118.0,48.0,Texas,233.0,116.0,775.0,127.0,285.0,146.0,-1.0,4.0,14.0,166.0,-1.0,-1.0,-1.0,-1.0,194.0,11.0,28.0,757.0,101.0,773.0
252,127.0,153.0,526.0,178.0,2.0,9.0,10.0,10.0,295.0,911.0,199.0,103.0,Dallas,367.0,169.0,1383.0,202.0,567.0,227.0,-1.0,10.0,31.0,230.0,-1.0,-1.0,-1.0,-1.0,357.0,19.0,29.0,1374.0,102.0,1237.0
253,127.0,153.0,526.0,178.0,2.0,9.0,10.0,10.0,295.0,911.0,199.0,103.0,Dallas,367.0,169.0,1383.0,202.0,567.0,227.0,-1.0,10.0,31.0,230.0,-1.0,-1.0,-1.0,-1.0,357.0,19.0,29.0,1374.0,103.0,1237.0
254,127.0,153.0,526.0,178.0,2.0,9.0,10.0,10.0,295.0,911.0,199.0,103.0,Dallas,367.0,169.0,1383.0,202.0,567.0,227.0,-1.0,10.0,31.0,230.0,-1.0,-1.0,-1.0,-1.0,357.0,19.0,29.0,1374.0,104.0,1237.0
255,151.0,125.0,399.0,207.0,2.0,10.0,8.0,6.0,315.0,692.0,192.0,91.0,Houston,373.0,150.0,1116.0,258.0,513.0,219.0,-1.0,16.0,27.0,194.0,-1.0,-1.0,-1.0,-1.0,292.0,27.0,29.0,1163.0,102.0,957.0
256,151.0,125.0,399.0,207.0,2.0,10.0,8.0,6.0,315.0,692.0,192.0,91.0,Houston,373.0,150.0,1116.0,258.0,513.0,219.0,-1.0,16.0,27.0,194.0,-1.0,-1.0,-1.0,-1.0,292.0,27.0,29.0,1163.0,103.0,957.0
257,151.0,125.0,399.0,207.0,2.0,10.0,8.0,6.0,315.0,692.0,192.0,91.0,Houston,373.0,150.0,1116.0,258.0,513.0,219.0,-1.0,16.0,27.0,194.0,-1.0,-1.0,-1.0,-1.0,292.0,27.0,29.0,1163.0,104.0,957.0
258,45.0,108.0,294.0,75.0,3.0,6.0,3.0,4.0,205.0,556.0,174.0,85.0,Texas,259.0,126.0,904.0,150.0,363.0,150.0,-1.0,9.0,16.0,176.0,-1.0,-1.0,-1.0,-1.0,245.0,20.0,29.0,911.0,102.0,911.0
259,45.0,108.0,294.0,75.0,3.0,6.0,3.0,4.0,205.0,556.0,174.0,85.0,Texas,259.0,126.0,904.0,150.0,363.0,150.0,-1.0,9.0,16.0,176.0,-1.0,-1.0,-1.0,-1.0,245.0,20.0,29.0,911.0,103.0,911.0
260,45.0,108.0,294.0,75.0,3.0,6.0,3.0,4.0,205.0,556.0,174.0,85.0,Texas,259.0,126.0,904.0,150.0,363.0,150.0,-1.0,9.0,16.0,176.0,-1.0,-1.0,-1.0,-1.0,245.0,20.0,29.0,911.0,104.0,911.0
261,124.0,161.0,483.0,212.0,1.0,10.0,11.0,3.0,306.0,855.0,190.0,93.0,Dallas,363.0,161.0,1324.0,203.0,542.0,240.0,-1.0,13.0,25.0,285.0,-1.0,-1.0,-1.0,-1.0,338.0,19.0,30.0,1298.0,105.0,1154.0
262,124.0,161.0,483.0,212.0,1.0,10.0,11.0,3.0,306.0,855.0,190.0,93.0,Dallas,363.0,161.0,1324.0,203.0,542.0,240.0,-1.0,13.0,25.0,285.0,-1.0,-1.0,-1.0,-1.0,338.0,19.0,30.0,1298.0,106.0,1154.0
263,124.0,161.0,483.0,212.0,1.0,10.0,11.0,3.0,306.0,855.0,190.0,93.0,Dallas,363.0,161.0,1324.0,203.0,542.0,240.0,-1.0,13.0,25.0,285.0,-1.0,-1.0,-1.0,-1.0,338.0,19.0,30.0,1298.0,107.0,1154.0
264,129.0,134.0,439.0,212.0,5.0,7.0,14.0,6.0,287.0,700.0,176.0,114.0,Houston,318.0,146.0,1109.0,249.0,489.0,190.0,-1.0,12.0,33.0,187.0,-1.0,-1.0,-1.0,-1.0,294.0,27.0,30.0,1180.0,105.0,980.0
265,129.0,134.0,439.0,212.0,5.0,7.0,14.0,6.0,287.0,700.0,176.0,114.0,Houston,318.0,146.0,1109.0,249.0,489.0,190.0,-1.0,12.0,33.0,187.0,-1.0,-1.0,-1.0,-1.0,294.0,27.0,30.0,1180.0,106.0,980.0
266,129.0,134.0,439.0,212.0,5.0,7.0,14.0,6.0,287.0,700.0,176.0,114.0,Houston,318.0,146.0,1109.0,249.0,489.0,190.0,-1.0,12.0,33.0,187.0,-1.0,-1.0,-1.0,-1.0,294.0,27.0,30.0,1180.0,107.0,980.0
267,30.0,109.0,296.0,57.0,3.0,3.0,12.0,7.0,197.0,562.0,138.0,73.0,Texas,253.0,127.0,855.0,144.0,345.0,160.0,-1.0,7.0,25.0,203.0,-1.0,-1.0,-1.0,-1.0,200.0,8.0,30.0,840.0,105.0,862.0
268,30.0,109.0,296.0,57.0,3.0,3.0,12.0,7.0,197.0,562.0,138.0,73.0,Texas,253.0,127.0,855.0,144.0,345.0,160.0,-1.0,7.0,25.0,203.0,-1.0,-1.0,-1.0,-1.0,200.0,8.0,30.0,840.0,106.0,862.0
269,30.0,109.0,296.0,57.0,3.0,3.0,12.0,7.0,197.0,562.0,138.0,73.0,Texas,253.0,127.0,855.0,144.0,345.0,160.0,-1.0,7.0,25.0,203.0,-1.0,-1.0,-1.0,-1.0,200.0,8.0,30.0,840.0,107.0,862.0
270,128.0,148.0,463.0,189.0,3.0,13.0,6.0,9.0,306.0,864.0,195.0,103.0,Dallas,381.0,160.0,1311.0,225.0,556.0,224.0,-1.0,11.0,31.0,278.0,-1.0,-1.0,-1.0,-1.0,358.0,29.0,31.0,1326.0,108.0,1178.0
271,128.0,148.0,463.0,189.0,3.0,13.0,6.0,9.0,306.0,864.0,195.0,103.0,Dallas,381.0,160.0,1311.0,225.0,556.0,224.0,-1.0,11.0,31.0,278.0,-1.0,-1.0,-1.0,-1.0,358.0,29.0,31.0,1326.0,109.0,1178.0
272,128.0,148.0,463.0,189.0,3.0,13.0,6.0,9.0,306.0,864.0,195.0,103.0,Dallas,381.0,160.0,1311.0,225.0,556.0,224.0,-1.0,11.0,31.0,278.0,-1.0,-1.0,-1.0,-1.0,358.0,29.0,31.0,1326.0,110.0,1178.0
273,143.0,127.0,420.0,198.0,6.0,9.0,8.0,5.0,280.0,649.0,191.0,110.0,Houston,312.0,145.0,1065.0,243.0,476.0,181.0,-1.0,15.0,28.0,191.0,-1.0,-1.0,-1.0,-1.0,264.0,36.0,31.0,1138.0,108.0,926.0
274,143.0,127.0,420.0,198.0,6.0,9.0,8.0,5.0,280.0,649.0,191.0,110.0,Houston,312.0,145.0,1065.0,243.0,476.0,181.0,-1.0,15.0,28.0,191.0,-1.0,-1.0,-1.0,-1.0,264.0,36.0,31.0,1138.0,109.0,926.0
275,143.0,127.0,420.0,198.0,6.0,9.0,8.0,5.0,280.0,649.0,191.0,110.0,Houston,312.0,145.0,1065.0,243.0,476.0,181.0,-1.0,15.0,28.0,191.0,-1.0,-1.0,-1.0,-1.0,264.0,36.0,31.0,1138.0,110.0,926.0
276,32.0,107.0,276.0,61.0,4.0,3.0,10.0,5.0,197.0,473.0,141.0,90.0,Texas,209.0,111.0,806.0,138.0,341.0,145.0,-1.0,10.0,22.0,183.0,-1.0,-1.0,-1.0,-1.0,219.0,15.0,31.0,802.0,108.0,809.0
277,32.0,107.0,276.0,61.0,4.0,3.0,10.0,5.0,197.0,473.0,141.0,90.0,Texas,209.0,111.0,806.0,138.0,341.0,145.0,-1.0,10.0,22.0,183.0,-1.0,-1.0,-1.0,-1.0,219.0,15.0,31.0,802.0,109.0,809.0
278,32.0,107.0,276.0,61.0,4.0,3.0,10.0,5.0,197.0,473.0,141.0,90.0,Texas,209.0,111.0,806.0,138.0,341.0,145.0,-1.0,10.0,22.0,183.0,-1.0,-1.0,-1.0,-1.0,219.0,15.0,31.0,802.0,110.0,809.0
279,117.0,133.0,430.0,158.0,4.0,6.0,5.0,5.0,257.0,784.0,171.0,93.0,Dallas,326.0,147.0,1193.0,191.0,464.0,200.0,-1.0,7.0,20.0,238.0,-1.0,-1.0,-1.0,-1.0,327.0,17.0,32.0,1187.0,111.0,1061.0
280,117.0,133.0,430.0,158.0,4.0,6.0,5.0,5.0,257.0,784.0,171.0,93.0,Dallas,326.0,147.0,1193.0,191.0,464.0,200.0,-1.0,7.0,20.0,238.0,-1.0,-1.0,-1.0,-1.0,327.0,17.0,32.0,1187.0,112.0,1061.0
281,117.0,133.0,430.0,158.0,4.0,6.0,5.0,5.0,257.0,784.0,171.0,93.0,Dallas,326.0,147.0,1193.0,191.0,464.0,200.0,-1.0,7.0,20.0,238.0,-1.0,-1.0,-1.0,-1.0,327.0,17.0,32.0,1187.0,113.0,1061.0
